cryptocurrency_id,price_usd,market_cap,volume,date
3.0,1.0,158631000000.0,38799900000.0,2025-07-05
3.0,1.0,158626000000.0,20908200000.0,2025-07-06
3.0,0.999994,158581000000.0,39330100000.0,2025-07-07
3.0,0.999952,158653000000.0,43451600000.0,2025-07-08
3.0,0.999977,158664000000.0,42363700000.0,2025-07-09
3.0,1.0,158817000000.0,79496900000.0,2025-07-10
3.0,1.0,159127000000.0,159265000000.0,2025-07-11
3.0,1.0,159436000000.0,110354000000.0,2025-07-12
3.0,1.0,159521000000.0,60764100000.0,2025-07-13
3.0,1.0,159533000000.0,120303000000.0,2025-07-14
3.0,0.999828,159859000000.0,132884000000.0,2025-07-15
3.0,0.999999,159974000000.0,130460000000.0,2025-07-16
3.0,1.0,160307000000.0,159735000000.0,2025-07-17
3.0,1.0,160329000000.0,185660000000.0,2025-07-18
3.0,1.0,160890000000.0,133837000000.0,2025-07-19
3.0,1.0,161655000000.0,90779900000.0,2025-07-20
3.0,1.0,161698000000.0,146759000000.0,2025-07-21
3.0,1.0,161706000000.0,179774000000.0,2025-07-22
3.0,1.0,161995000000.0,133185000000.0,2025-07-23
3.0,1.0,162587000000.0,166492000000.0,2025-07-24
3.0,1.0,162531000000.0,175886000000.0,2025-07-25
3.0,1.0,163084000000.0,104751000000.0,2025-07-26
3.0,1.0,163622000000.0,62062000000.0,2025-07-27
3.0,1.0,163597000000.0,96929100000.0,2025-07-28
3.0,0.999904,163641000000.0,89273700000.0,2025-07-29
3.0,0.999958,163753000000.0,81995900000.0,2025-07-30
3.0,0.999786,163718000000.0,91306900000.0,2025-07-31
3.0,0.999595,163685000000.0,106995000000.0,2025-08-01
3.0,0.999696,163854000000.0,91062400000.0,2025-08-02
3.0,0.999875,163872000000.0,66457900000.0,2025-08-03
3.0,0.999936,163884000000.0,55464900000.0,2025-08-04
3.0,0.99982,163868000000.0,72304500000.0,2025-08-05
3.0,0.999927,163809000000.0,68872700000.0,2025-08-06
3.0,1.0,164059000000.0,60499200000.0,2025-08-07
3.0,1.0,164354000000.0,91942400000.0,2025-08-08
3.0,1.0,164488000000.0,82599000000.0,2025-08-09
3.0,0.999963,164506000000.0,80720000000.0,2025-08-10
3.0,0.999762,164500000000.0,89445400000.0,2025-08-11
3.0,0.999891,164611000000.0,98318100000.0,2025-08-12
3.0,0.999873,165003000000.0,127883000000.0,2025-08-13
3.0,1.0,165101000000.0,148615000000.0,2025-08-14
3.0,1.001,165947000000.0,160626000000.0,2025-08-15
3.0,1.001,166497000000.0,103526000000.0,2025-08-16
3.0,1.0,166730000000.0,59204100000.0,2025-08-17
3.0,1.001,166831000000.0,88288900000.0,2025-08-18
3.0,1.0,167110000000.0,83323600000.0,2025-08-19
3.0,0.999874,166989000000.0,96487400000.0,2025-08-20
3.0,0.999951,167050000000.0,88446200000.0,2025-08-21
3.0,0.999827,167036000000.0,68033100000.0,2025-08-22
3.0,0.9996,167083000000.0,135215000000.0,2025-08-23
3.0,0.999712,167099000000.0,57984500000.0,2025-08-24
3.0,0.999838,167124000000.0,116506000000.0,2025-08-25
3.0,1.0,167169000000.0,114072000000.0,2025-08-26
3.0,1.0,167221000000.0,90054300000.0,2025-08-27
3.0,1.0,167342000000.0,82989200000.0,2025-08-28
3.0,1.0,167375000000.0,88373200000.0,2025-08-29
3.0,1.0,167612000000.0,94228100000.0,2025-08-30
3.0,1.0,167622000000.0,49741700000.0,2025-08-31
3.0,1.0,168015000000.0,73334900000.0,2025-09-01
3.0,1.0,168056000000.0,81350500000.0,2025-09-02
3.0,1.0,168040000000.0,90080300000.0,2025-09-03
3.0,1.0,168367000000.0,76345100000.0,2025-09-04
3.0,1.0,168562000000.0,80752700000.0,2025-09-05
3.0,1.0,168898000000.0,84375600000.0,2025-09-06
3.0,1.0,168901000000.0,47202000000.0,2025-09-07
3.0,0.999923,168860000000.0,61697800000.0,2025-09-08
3.0,1.0,168928000000.0,91897000000.0,2025-09-09
3.0,1.0,169115000000.0,90754900000.0,2025-09-10
3.0,1.0,169145000000.0,97843900000.0,2025-09-11
3.0,1.0,169583000000.0,104371000000.0,2025-09-12
3.0,1.001,170122000000.0,104029000000.0,2025-09-13
3.0,1.001,170361000000.0,77386400000.0,2025-09-14
3.0,1.0,170312000000.0,97381500000.0,2025-09-15
3.0,1.0,170285000000.0,83240100000.0,2025-09-16
3.0,1.0,171013000000.0,89755400000.0,2025-09-17
3.0,1.0,171180000000.0,137197000000.0,2025-09-18
3.0,1.0,171506000000.0,84570300000.0,2025-09-19
3.0,1.0,171512000000.0,65636700000.0,2025-09-20
3.0,1.0,172028000000.0,54042000000.0,2025-09-21
3.0,1.001,172127000000.0,116322000000.0,2025-09-22
3.0,1.001,172841000000.0,107991000000.0,2025-09-23
3.0,1.0,173067000000.0,97695000000.0,2025-09-24
3.0,1.0,173084000000.0,111839000000.0,2025-09-25
3.0,1.001,173556000000.0,154146000000.0,2025-09-26
3.0,1.001,173556000000.0,154146000000.0,2025-09-27
3.0,1.0,174255000000.0,49711300000.0,2025-09-28
3.0,1.0,174407000000.0,85030600000.0,2025-09-29
3.0,1.0,174738000000.0,115044000000.0,2025-09-30
3.0,1.0,174963000000.0,115798000000.0,2025-10-01
3.0,1.0,175812000000.0,123102000000.0,2025-10-02
3.0,1.0,175812000000.0,123102000000.0,2025-10-03
3.0,1.0,175812000000.0,123102000000.0,2025-10-04
3.0,1.0,175812000000.0,123102000000.0,2025-10-05
3.0,1.0,175812000000.0,123102000000.0,2025-10-06
3.0,1.0,175812000000.0,123102000000.0,2025-10-07
3.0,1.0,175812000000.0,123102000000.0,2025-10-08
3.0,1.0,175812000000.0,123102000000.0,2025-10-09
3.0,1.0,175812000000.0,123102000000.0,2025-10-10
3.0,1.0,175812000000.0,123102000000.0,2025-10-11
3.0,1.0,175812000000.0,123102000000.0,2025-10-12
3.0,1.0,175812000000.0,123102000000.0,2025-10-13
3.0,1.0,175812000000.0,123102000000.0,2025-10-14
3.0,1.0,175812000000.0,123102000000.0,2025-10-15
3.0,1.0,175812000000.0,123102000000.0,2025-10-16
3.0,1.0,175812000000.0,123102000000.0,2025-10-17
3.0,1.0,175812000000.0,123102000000.0,2025-10-18
3.0,1.0,175812000000.0,123102000000.0,2025-10-19
3.0,1.0,175812000000.0,123102000000.0,2025-10-20
3.0,1.0,175812000000.0,123102000000.0,2025-10-21
3.0,1.0,175812000000.0,123102000000.0,2025-10-22
3.0,1.0,175812000000.0,123102000000.0,2025-10-23
3.0,1.0,175812000000.0,123102000000.0,2025-10-24
3.0,1.0,175812000000.0,123102000000.0,2025-10-25
3.0,1.0,175812000000.0,123102000000.0,2025-10-26
3.0,1.0,175812000000.0,123102000000.0,2025-10-27
3.0,1.0,175812000000.0,123102000000.0,2025-10-28
3.0,1.0,175812000000.0,123102000000.0,2025-10-29
3.0,1.0,175812000000.0,123102000000.0,2025-10-30
3.0,1.0,175812000000.0,123102000000.0,2025-10-31
3.0,1.0,175812000000.0,123102000000.0,2025-11-01
3.0,1.0,175812000000.0,123102000000.0,2025-11-02
3.0,1.0,175812000000.0,123102000000.0,2025-11-03
3.0,1.0,175812000000.0,123102000000.0,2025-11-04
3.0,1.0,175812000000.0,123102000000.0,2025-11-05
3.0,1.0,175812000000.0,123102000000.0,2025-11-06
3.0,1.0,175812000000.0,123102000000.0,2025-11-07
3.0,1.0,175812000000.0,123102000000.0,2025-11-08
3.0,1.0,175812000000.0,123102000000.0,2025-11-09
3.0,1.0,175812000000.0,123102000000.0,2025-11-10
3.0,1.0,175812000000.0,123102000000.0,2025-11-11
3.0,1.0,183491000000.0,99391500000.0,2025-11-12
